group,object_name,label,table_column,type,allowed_values,purpose,how_it_works,used_in,confidence,notes
Menu,Check11,Abilita possibilità di attivazione Menu stile Win8 e superiori,U_AZI_PB.AZI_MENU_WIN8,boolean,,Abilita possibilità di attivazione Menu stile Win8 e superiori,Caricato all'avvio in PUB_MENU_WIN8 (APPLILIB.AQUADOCU); condiziona STARTUP: `IF !PUB_MENU_WIN8`,APPLILIB.PRG (AQUADOCU);STARTUP.PRG;SWITCH_STARTUP.PRG;STARTUP_MODIFICHE.PRG,ALTA,
Menu,Check12,Abilita possibilità di Ricerca Programma integrata nella toolbar,U_AZI_PB.AZI_RICPRG,boolean,,Abilita possibilità di Ricerca Programma integrata nella toolbar,Caricato all'avvio in PUB_RICPRG (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_RICPRG = .F.`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Top standard,Text50,Top contabili,U_AZI_PA.AZI_DARE,text,,Top contabili,Caricato all'avvio in PUB_DARE (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_DARE = SPACE(04)`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;adminlib.PRG (AQUADOCU),ALTA,
Top standard,Text51,Movimentazione generica in avere,U_AZI_PA.AZI_AVERE,text,,Movimentazione generica in avere,Caricato all'avvio in PUB_AVERE (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_AVERE = SPACE(04)`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;adminlib.PRG (AQUADOCU),ALTA,
Top standard,Text37,Trasferimento fondi,U_AZI_AN.AZI_TRF,text,,Trasferimento fondi,Caricato all'avvio in PUB_TRF (APPLILIB.AQUADOCU); condiziona TESORERIA_LIB.TESPAGA: `IF EMPTY(PUB_TRF)`,APPLILIB.PRG (AQUADOCU);TESORERIA_LIB.PRG (TESPAGA);TESPAGA.PRG;I248_STARTUP.PRG,ALTA,
Top standard,Text23,Note di accredito,U_AZI_AN.AZI_NCR,text,,Note di accredito,Caricato all'avvio in PUB_NCR (APPLILIB.AQUADOCU); condiziona TFC000.VEDIART: `IF TOP_TOP = PUB_NCR && VERIFICA SE TOP DI NOTA DI ACCREDITO CLIENTE`,APPLILIB.PRG (AQUADOCU);TFC000.PRG (VEDIART);TFC000_PROD.PRG (VEDIART);CONTABCOMP.PRG,ALTA,
Top standard,Text36,Pagamento fornitori,U_AZI_AN.AZI_PAGAFOR,text,,Pagamento fornitori,Caricato all'avvio in PUB_PAGAFOR (APPLILIB.AQUADOCU); condiziona TESORERIA_LIB.TESPAGA: `IF EMPTY(PUB_PAGAFOR)`,APPLILIB.PRG (AQUADOCU);TESORERIA_LIB.PRG (TESPAGA);TESPAGA.PRG;CONTABCOMP.PRG,ALTA,
Top standard,Text38,Pagamento note credito fornitori,U_AZI_AN.AZI_PAGANCR,text,,Pagamento note credito fornitori,Caricato all'avvio in PUB_PAGANCR (APPLILIB.AQUADOCU); condiziona TESORERIA_LIB.TESPAGA: `IF EMPTY(PUB_PAGANCR)`,APPLILIB.PRG (AQUADOCU);TESORERIA_LIB.PRG (TESPAGA);TESORERIA_LIB.PRG (MOVIMENTO_DARE);CONTABCOMP.PRG,ALTA,
Top standard,Text26,Iva compensazione iva acquisti cee,U_AZI_AN.AZI_COMCEE,text,,Iva compensazione iva acquisti cee,"Caricato all'avvio in PUB_COMCEE (APPLILIB.AQUADOCU); condiziona I248_STARTUP: `PUB_COMCEE = ""CIC""`",APPLILIB.PRG (AQUADOCU);I248_STARTUP.PRG;PRNIVACE.PRG,ALTA,
Top standard,Text31,Iva compensazione  su note credito cee,U_AZI_PA.AZI_NOTCEE,text,,Iva compensazione  su note credito cee,Caricato all'avvio in PUB_NOTCEE (APPLILIB.AQUADOCU); condiziona PRNIVACN: `TOP_TOP = PUB_NOTCEE && COMPENSAZIONE NOTE CREDITO CEE`,APPLILIB.PRG (AQUADOCU);PRNIVACN.PRG;STARTUP_MODIFICHE.PRG,ALTA,
Top standard,Text39,Iva compensazione iva reverse charge,U_AZI_PA.AZI_FATRC,text,,Iva compensazione iva reverse charge,Caricato all'avvio in PUB_FATRC (APPLILIB.AQUADOCU); condiziona PRNIVARC: `TOP_TOP = PUB_FATRC && COMPENSAZIONE IVA REVERSE CHANGE`,APPLILIB.PRG (AQUADOCU);PRNIVARC.PRG;STARTUP_MODIFICHE.PRG,ALTA,
Top standard,Text40,Iva compensazione  N.C. reverse change,U_AZI_PA.AZI_NOTRC,text,,Iva compensazione  N.C. reverse change,Caricato all'avvio in PUB_NOTRC (APPLILIB.AQUADOCU); condiziona PRNIVARN: `TOP_TOP = PUB_NOTRC && COMPENSAZIONE NOTE CREDITO REVERSE CHANGE`,APPLILIB.PRG (AQUADOCU);PRNIVARN.PRG;STARTUP_MODIFICHE.PRG,ALTA,
Top standard,Text43,Pagamento assegno fornitori,U_AZI_PA.AZI_EFFPAS,text,,Pagamento assegno fornitori,Caricato all'avvio in PUB_EFFPAS (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_EFFPAS = SPACE(04)`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;TESORERIA_LIB.PRG (TESPAGA),ALTA,
Top standard,Text44,Incasso effetti attivi,U_AZI_PA.AZI_EFFATT,text,,Incasso effetti attivi,Caricato all'avvio in PUB_EFFATT (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_EFFATT = SPACE(04)`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;TESORERIA_LIB.PRG (TESPAGA),ALTA,
Top standard,Text45,Pagamento contratti,U_AZI_PA.AZI_CONTR,text,,Pagamento contratti,Caricato all'avvio in PUB_CONTR (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_CONTR = SPACE(04)`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;TESORERIA_LIB.PRG (TESPAGA),ALTA,
Top standard,Text46,Pagamento rate leasing,U_AZI_PA.AZI_LEASIN,text,,Pagamento rate leasing,Caricato all'avvio in PUB_LEASIN (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_LEASIN = SPACE(04)`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;TESORERIA_LIB.PRG (TESPAGA),ALTA,
Top standard,Text47,Pagamento rate finanziamenti,U_AZI_PA.AZI_FINAN,text,,Pagamento rate finanziamenti,Caricato all'avvio in PUB_FINAN (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_FINAN = SPACE(04)`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;TESORERIA_LIB.PRG (TESPAGA),ALTA,
Top standard,Text48,Compensazioni clienti,U_AZI_PA.AZI_COMCLI,text,,Compensazioni clienti,Caricato all'avvio in PUB_COMCLI (APPLILIB.AQUADOCU); condiziona CONTABCOMP.CONTABILIZZA_COMPENSAZIONI: `IF (TOP!=PUB_COMFOR AND TOP!=PUB_COMCLI)`,APPLILIB.PRG (AQUADOCU);CONTABCOMP.PRG (CONTABILIZZA_COMPENSAZIONI);CONTABCOMP.PRG,ALTA,
Top standard,Text49,Compensazioni fornitori,U_AZI_PA.AZI_COMFOR,text,,Compensazioni fornitori,Caricato all'avvio in PUB_COMFOR (APPLILIB.AQUADOCU); condiziona CONTABCOMP.CONTABILIZZA_COMPENSAZIONI: `IF (TOP!=PUB_COMFOR AND TOP!=PUB_COMCLI)`,APPLILIB.PRG (AQUADOCU);CONTABCOMP.PRG (CONTABILIZZA_COMPENSAZIONI);CONTABCOMP.PRG,ALTA,
Top standard,Text1,Pagamento stipendi,U_AZI_PA.AZI_STIPE,text,,Pagamento stipendi,Caricato all'avvio in PUB_STIPE (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_STIPE = SPACE(04)`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;TESORERIA_LIB.PRG (TESPAGA),ALTA,
Top standard,Text2,Incassi clienti,U_AZI_PA.AZI_INCCLI,text,,Incassi clienti,Caricato all'avvio in PUB_INCCLI (APPLILIB.AQUADOCU); condiziona AAAA: `_TOP_ = PUB_INCCLI`,APPLILIB.PRG (AQUADOCU);AAAA.PRG;CONTABCOMP.PRG,ALTA,
Top standard,Text3,Trasferimento in cge liquidaz iva periodica,U_AZI_AN.AZI_TRAIVA,text,,Trasferimento in cge liquidaz iva periodica,Letto direttamente dalle tabelle U_AZI_* in tfcliq: `_TOP_CHIUSURA_IVA_MESE = AZI_TRAIVA`,tfcliq.PRG;tfcliq.PRG (valorizza_dare);tfcliq.PRG (valorizza_avere),ALTA,
Top standard,Text4,Anticipi Ri.Ba.,U_AZI_PA.AZI_ANTRIB,text,,Anticipi Ri.Ba.,Caricato all'avvio in PUB_ANTRIB (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_ANTRIB = SPACE(04)`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;TESORERIA_LIB.PRG (EstrazioneIncassiPerTabulato),ALTA,
Top standard,Text5,Ritiro Ri.Ba. fornitori,U_AZI_PA.AZI_RRIFOR,text,,Ritiro Ri.Ba. fornitori,Caricato all'avvio in PUB_RRIFOR (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_RRIFOR = SPACE(04)`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;TESORERIA_LIB.PRG (TESPAGA),ALTA,
Top standard,Text6,Campionature,U_AZI_PA.AZI_TOPCAM,text,,Campionature,"Caricato all'avvio in PUB_TOPCAM (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_TOPCAM = """"`",APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;adminlib.PRG (AQUADOCU),ALTA,
Top standard,Text8,Top magazzino,U_AZI_PA.AZI_SDBSIG,text,,Top magazzino,"Caricato all'avvio in PUB_SDBSIG (APPLILIB.AQUADOCU); condiziona STARTUP: `PUB_SDBSIG = """"`",APPLILIB.PRG (AQUADOCU);STARTUP.PRG;STARTUP_AVANZA_PDM.PRG,ALTA,
Top standard,Text9,Scarico componenti distinta base NO carico gruppi,U_AZI_PA.AZI_SDBNOG,text,,Scarico componenti distinta base NO carico gruppi,"Caricato all'avvio in PUB_SDBNOG (APPLILIB.AQUADOCU); condiziona STARTUP: `PUB_SDBNOG = """"`",APPLILIB.PRG (AQUADOCU);STARTUP.PRG;STARTUP_AVANZA_PDM.PRG,ALTA,
Top standard,Text10,Carico componenti distinta base SI scarico gruppi,U_AZI_PA.AZI_CDBSIG,text,,Carico componenti distinta base SI scarico gruppi,"Caricato all'avvio in PUB_CDBSIG (APPLILIB.AQUADOCU); condiziona STARTUP: `PUB_CDBSIG = """"`",APPLILIB.PRG (AQUADOCU);STARTUP.PRG;STARTUP_AVANZA_PDM.PRG,ALTA,
Top standard,Text11,Carico componenti distinta base NO scarico gruppi,U_AZI_PA.AZI_CDBNOG,text,,Carico componenti distinta base NO scarico gruppi,"Caricato all'avvio in PUB_CDBNOG (APPLILIB.AQUADOCU); condiziona STARTUP: `PUB_CDBNOG = """"`",APPLILIB.PRG (AQUADOCU);STARTUP.PRG;STARTUP_AVANZA_PDM.PRG,ALTA,
Top standard,Text15,Ricarico automatico magazzino durante la modifica dei documenti,U_AZI_PA.AZI_MPIU,text,,Ricarico automatico magazzino durante la modifica dei documenti,"Caricato all'avvio in PUB_MPIU (APPLILIB.AQUADOCU); condiziona AQMLIB.AQM_SCARICA_MAGAZZINO_DDT: `AQM_TOP = IIF(EMPTY(PUB_CAUDEP),PUB_MPIU,ALLTRIM(PUB_CAUDEP)) && Causale di carico magazzino agente / deposito DA PARAME`",APPLILIB.PRG (AQUADOCU);AQMLIB.PRG (AQM_SCARICA_MAGAZZINO_DDT);AQMLIB.PRG (AQM_SCARICA_MAGAZZINO_SOLO_MOVIMENTI);AQMLIB.PRG (AQM_RICARICA_IL_MAGAZZINO),ALTA,
Top standard,Text32,Scarico automatico magazzino durante la modifica dei documenti,U_AZI_PA.AZI_MMEN,text,,Scarico automatico magazzino durante la modifica dei documenti,Caricato all'avvio in PUB_MMEN (APPLILIB.AQUADOCU); condiziona AQMLIB.AQM_RICARICA_IL_MAGAZZINO: `AQM_TOP = PUB_MMEN && CAUSALE DI SCARICO`,APPLILIB.PRG (AQUADOCU);AQMLIB.PRG (AQM_RICARICA_IL_MAGAZZINO);AQMLIB.PRG (AQM_ANNULLA_CARICO_MAGAZZINO),ALTA,
Top standard,Text33,Carico da forn con pesatura,U_AZI_PA.AZI_BFP,text,,Carico da forn con pesatura,"Caricato all'avvio in PUB_BFP (APPLILIB.AQUADOCU); condiziona RICLIB.bfprice: `_p_nomeric = ""Ricerca bolle di carico da fornitori con pesatura (solo causale "" + PUB_BFP + "")""`",APPLILIB.PRG (AQUADOCU);RICLIB.PRG (bfprice);STARTUP_MODIFICHE.PRG,ALTA,
Top standard,Text14,Versamento r.a.,U_AZI_PA.AZI_VERSRA,text,,Versamento r.a.,Caricato all'avvio in PUB_VERSRA (APPLILIB.AQUADOCU); condiziona RIARCT: `TOP_TOP = PUB_VERSRA && sergio 13/01/2011 TOP STANDARD`,APPLILIB.PRG (AQUADOCU);RIARCT.PRG,ALTA,
Top standard,Text13,Top per fabbisogni,U_AZI_PA.AZI_FABBIS,text,,Top per fabbisogni,"Caricato all'avvio in PUB_FABBIS (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_FABBIS= """"`",APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;adminlib.PRG (AQUADOCU),ALTA,
Top standard,Text12,Top per ordini interni,U_AZI_PA.AZI_ORDINT,text,,Top per ordini interni,Caricato all'avvio in PUB_ORDINT (APPLILIB.AQUADOCU); condiziona PRD_TAPPETO_LIB.GENERA_ORDINE_INTERNO: `IF EMPTY(PUB_ORDINT)`,APPLILIB.PRG (AQUADOCU);PRD_TAPPETO_LIB.PRG (GENERA_ORDINE_INTERNO);STARTUP_MODIFICHE.PRG,ALTA,
Top standard,Text7,Fatture professionisti,U_AZI_PA.AZI_FATRIA,text,,Fatture professionisti,"Caricato all'avvio in PUB_FATRIA (APPLILIB.AQUADOCU); condiziona STARTUP: `PUB_FATRIA = """"`",APPLILIB.PRG (AQUADOCU);STARTUP.PRG;STARTUP_AVANZA_PDM.PRG,ALTA,
Top standard,Text41,Top inventario iniziale (pda),U_AZI_PA.AZI_TOPINV,text,,Top inventario iniziale (pda),Caricato all'avvio in PUB_TOPINV (APPLILIB.AQUADOCU); condiziona adminlib.AQUADOCU: `PUB_TOPINV = AZI_TOPINV`,APPLILIB.PRG (AQUADOCU);adminlib.PRG (AQUADOCU);applilib_sergio.prg (AQUADOCU),ALTA,
Top standard,Text35,Resi da clienti,U_AZI_AN.AZI_RESCLI,text,,Resi da clienti,Letto direttamente dalle tabelle U_AZI_* in adminlib.AQUADOCU: `PUB_RESCLI = ALLTRIM(M.AZI_RESCLI)`,adminlib.PRG (AQUADOCU);applilib_sergio.prg (AQUADOCU);schedulerlib.PRG (AQUADOCU),ALTA,
Top standard,Text29,Carico da fornitore,U_AZI_AN.AZI_BFO,text,,Carico da fornitore,Caricato all'avvio in PUB_BFO (APPLILIB.AQUADOCU); condiziona AQMLIB.AQM_CREA_U_MAG_MO: `IF AQM_TOP = PUB_BFO OR AQM_TOP = PUB_CAPAGL OR AQM_TOP = PUB_CAUCAL OR AQM_TOP = PUB_CACARI OR AQM_TOP = PUB_CACATA OR `,APPLILIB.PRG (AQUADOCU);AQMLIB.PRG (AQM_CREA_U_MAG_MO);AQMLIB.PRG (AQM_DATI_ULTIMA_MOVIMENTAZIONE_ARTICOLO);CARDIOLINE_FR_SYNC_SCHEDULED.PRG,ALTA,
Top standard,Text28,Ordini clienti direzionali,U_AZI_AN.AZI_CAUDIR,text,,Ordini clienti direzionali,Caricato all'avvio in PUB_CAUDIR (APPLILIB.AQUADOCU); condiziona I248_STARTUP: `PUB_CAUDIR = SPACE(03)`,APPLILIB.PRG (AQUADOCU);I248_STARTUP.PRG;STARTUP.PRG,ALTA,
Top standard,Text27,Fatture di trasporto,U_AZI_AN.AZI_FATTR,text,,Fatture di trasporto,Caricato all'avvio in PUB_FATTR (APPLILIB.AQUADOCU); condiziona BTOF5.NFATTU: `REPLACE ORD_CAUS WITH PUB_FATTR`,APPLILIB.PRG (AQUADOCU);BTOF5.PRG (NFATTU);I248_STARTUP.PRG,ALTA,
Top standard,Text25,Fatture di acq da ammortiz,U_AZI_AN.AZI_FAMTU,text,,Fatture di acq da ammortiz,"Caricato all'avvio in PUB_FAMTU (APPLILIB.AQUADOCU); condiziona I248_STARTUP: `PUB_FAMTU = ""ACQ""`",APPLILIB.PRG (AQUADOCU);I248_STARTUP.PRG;STARTUP.PRG,ALTA,
Top standard,Text24,Ordini fornitore,U_AZI_AN.AZI_ORFO,text,,Ordini fornitore,"Caricato all'avvio in PUB_ORFO (APPLILIB.AQUADOCU); condiziona I248_STARTUP: `PUB_ORFO = ""ORF""`",APPLILIB.PRG (AQUADOCU);I248_STARTUP.PRG;STARTUP.PRG,ALTA,
Top standard,Text22,Offerte clienti,U_AZI_AN.AZI_OFFE,text,,Offerte clienti,"Caricato all'avvio in PUB_OFFE (APPLILIB.AQUADOCU); condiziona I248_STARTUP: `PUB_OFFE = ""OFF""`",APPLILIB.PRG (AQUADOCU);I248_STARTUP.PRG;STARTUP.PRG,ALTA,
Top standard,Text21,Ordini in conto lavoro,U_AZI_AN.AZI_CTLO,text,,Ordini in conto lavoro,Caricato all'avvio in PUB_CTLO (APPLILIB.AQUADOCU); condiziona applilib_sergio.prg.BOLSCMAG: `IF M.ORD_CAUS = PUB_CTLO .AND. M.ORD_MAGD <> SPACE(06)`,APPLILIB.PRG (AQUADOCU);applilib_sergio.prg (BOLSCMAG);AQMLIB.PRG (AQM_GESTIONE_CARICHI_BFO),ALTA,
Top standard,Text20,Commesse di produzione,U_AZI_AN.AZI_COMM,text,,Commesse di produzione,"Caricato all'avvio in PUB_COMM (APPLILIB.AQUADOCU); condiziona I248_STARTUP: `PUB_COMM = ""CMS""`",APPLILIB.PRG (AQUADOCU);I248_STARTUP.PRG;STARTUP.PRG,ALTA,
Top standard,Text19,Fatture proforma,U_AZI_AN.AZI_FAPRO,text,,Fatture proforma,Caricato all'avvio in PUB_FAPRO (APPLILIB.AQUADOCU); condiziona CONVERTILIB.CONVERSIONE_FATTURE_PROFORMA_ARCA: `__ORD_CAUS = ALLTRIM(CONV_CLEAR(M.Cd_Do)) && PUB_FAPRO`,APPLILIB.PRG (AQUADOCU);CONVERTILIB.PRG (CONVERSIONE_FATTURE_PROFORMA_ARCA);GENERA_FATTURE_SP.PRG (GEN_FAT_FAP_SP_X_CLIENTE),ALTA,
Top standard,Text18,Ordini clienti,U_AZI_AN.AZI_ORDIN,text,,Ordini clienti,"Caricato all'avvio in PUB_ORDIN (APPLILIB.AQUADOCU); condiziona I248_STARTUP: `PUB_ORDIN = ""ORD""`",APPLILIB.PRG (AQUADOCU);I248_STARTUP.PRG;PRD_TAPPETO_LIB.PRG (GENERA_ORDINE_INTERNO),ALTA,
Top standard,Text17,Ricevute bancarie,U_AZI_AN.AZI_EFFE,text,,Ricevute bancarie,"Caricato all'avvio in PUB_EFFE (APPLILIB.AQUADOCU); condiziona I248_STARTUP: `PUB_EFFE = ""EFF""`",APPLILIB.PRG (AQUADOCU);I248_STARTUP.PRG;STARTUP.PRG,ALTA,
Top standard,txtBan_top30,Top documenti,U_AZI_AN.AZI_BOLLA,text,,Top documenti,Caricato all'avvio in PUB_BOLLA (APPLILIB.AQUADOCU); condiziona CONTABILELIBOLD.VALORE_BOLLE_NON_FATTURATE: `IF ORD_CAUS = PUB_BOLLA`,APPLILIB.PRG (AQUADOCU);CONTABILELIBOLD.PRG (VALORE_BOLLE_NON_FATTURATE);CONTABILELIBOLD.PRG (VERIFICA_ESPOSIZIONE_CLIENTE);CARDIOLINE_FR_SYNC_SCHEDULED.PRG,ALTA,
Top standard,Text16,Fatture di vendita,U_AZI_AN.AZI_FATTU,text,,Fatture di vendita,Caricato all'avvio in PUB_FATTU (APPLILIB.AQUADOCU); condiziona CONTABILELIBOLD.VALORE_BOLLE_NON_FATTURATE: `IF ORD_CAUS = PUB_FATTU`,APPLILIB.PRG (AQUADOCU);CONTABILELIBOLD.PRG (VALORE_BOLLE_NON_FATTURATE);CONTABILELIBOLD.PRG (VERIFICA_ESPOSIZIONE_CLIENTE);BTOF2.PRG,ALTA,
Top standard,Text34,Pagamento Note di Credito Clienti,U_AZI_PA.AZI_TOPPNC,text,,Pagamento Note di Credito Clienti,Caricato all'avvio in PUB_TOPPNC (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_TOPPNC = ''`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;adminlib.PRG (AQUADOCU),ALTA,
Top standard,Text42,Pagamento Tributi,U_AZI_PA.AZI_TOPTRI,text,,Pagamento Tributi,Caricato all'avvio in PUB_TOPTRI (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_TOPTRI = ''`,APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;adminlib.PRG (AQUADOCU),ALTA,
Top standard,Text52,Tratte/Cambiali,U_AZI_PA.AZI_TRATTA,text,,Tratte/Cambiali,Caricato all'avvio in PUB_TRATTA (APPLILIB.AQUADOCU); condiziona TFCRIBA: `IF ALLTRIM(DD_TOP) <> ALLTRIM(PUB_TRATTA)`,APPLILIB.PRG (AQUADOCU);TFCRIBA.PRG;STARTUP_MODIFICHE.PRG;adminlib.PRG (AQUADOCU),ALTA,
Top standard,Text53,Causale per carico magazzino da fornitori,U_AZI_AN.AZI_CAUCFO,text,,Causale per carico magazzino da fornitori,Caricato all'avvio in PUB_CAUCFO (APPLILIB.AQUADOCU); condiziona applilib_sergio.prg.MOVIMENTO: `IF PUB_CAUCFO = SPACE(03) .OR. EMPTY(PUB_CAUCFO)`,APPLILIB.PRG (AQUADOCU);applilib_sergio.prg (MOVIMENTO);I248_STARTUP.PRG,ALTA,
Top standard,Text54,Causale per scarico magazzino (spostamenti),U_AZI_AN.AZI_CAUSSP,text,,Causale per scarico magazzino (spostamenti),Caricato all'avvio in PUB_CAUSSP (APPLILIB.AQUADOCU); condiziona AQMLIB.AQM_GESTIONE_CARICHI_BFO: `AQM_TOP = PUB_CAUSSP`,APPLILIB.PRG (AQUADOCU);AQMLIB.PRG (AQM_GESTIONE_CARICHI_BFO),ALTA,
Top standard,Text55,Causale per carico magazzino (spostamenti),U_AZI_AN.AZI_CAUCSP,text,,Causale per carico magazzino (spostamenti),Caricato all'avvio in PUB_CAUCSP (APPLILIB.AQUADOCU); condiziona I248_STARTUP: `PUB_CAUCSP = SPACE(03)`,APPLILIB.PRG (AQUADOCU);I248_STARTUP.PRG;STARTUP.PRG,ALTA,
Top standard,Text56,Causale per scarico magazzino da fatturazione,U_AZI_AN.AZI_CAUSFA,text,,Causale per scarico magazzino da fatturazione,Caricato all'avvio in PUB_CAUSFA (APPLILIB.AQUADOCU); condiziona I248_STARTUP: `PUB_CAUSFA = SPACE(03)`,APPLILIB.PRG (AQUADOCU);I248_STARTUP.PRG;STARTUP.PRG,ALTA,
Top standard,Text57,Causale di default per carico/scarico manuale di magazzino,U_AZI_PA.AZI_CAUMOV,text,,Causale di default per carico/scarico manuale di magazzino,"Caricato all'avvio in PUB_CAUMOV (APPLILIB.AQUADOCU); condiziona CONFLUENZA_GIACENZE: `PUB_CAUMOV = """"`",APPLILIB.PRG (AQUADOCU);CONFLUENZA_GIACENZE.PRG,ALTA,
Top standard,Text58,Causale di default per scarico manuale di magazzino (AL BANCO),U_AZI_PA.AZI_CAUVBA,text,,Causale di default per scarico manuale di magazzino (AL BANCO),"Caricato all'avvio in PUB_CAUVBA (APPLILIB.AQUADOCU); condiziona CONFLUENZA_GIACENZE: `PUB_CAUVBA = """"`",APPLILIB.PRG (AQUADOCU);CONFLUENZA_GIACENZE.PRG,ALTA,
Top standard,Text59,Carico magazzino per chiusura giacenza negativa,U_AZI_PA.AZI_CAUGNE,text,,Carico magazzino per chiusura giacenza negativa,Caricato all'avvio in PUB_CAUGNE (APPLILIB.AQUADOCU); condiziona AQMLIB.AQM_SCARICA_DALLA_GIACENZA_PIU_VECCHIA: `AQM_TOP = PUB_CAUGNE && CARICO CON CHIUSURA GIACENZA NEGATIVA`,APPLILIB.PRG (AQUADOCU);AQMLIB.PRG (AQM_SCARICA_DALLA_GIACENZA_PIU_VECCHIA);AQMLIB.PRG (AQM_CARICA_GIACENZE_NEGATIVE),ALTA,
Top standard,Text60,Causale stato avanzamento,U_AZI_AN.AZI_CAUAVA,text,,Causale stato avanzamento,"Caricato all'avvio in PUB_CAUAVA (APPLILIB.AQUADOCU); condiziona CONTABILELIBOLD.INC101: `V_SEEK = ""TOP""+PUB_CAUAVA`",APPLILIB.PRG (AQUADOCU);CONTABILELIBOLD.PRG (INC101),ALTA,
Top standard,Text61,Causale di carico magazzino agente / deposito,U_AZI_PA.AZI_CAUDEP,text,,Causale di carico magazzino agente / deposito,"Caricato all'avvio in PUB_CAUDEP (APPLILIB.AQUADOCU); condiziona AQMLIB.AQM_SCARICA_MAGAZZINO_DDT: `AQM_TOP = IIF(EMPTY(PUB_CAUDEP),PUB_MPIU,ALLTRIM(PUB_CAUDEP)) && Causale di carico magazzino agente / deposito DA PARAME`",APPLILIB.PRG (AQUADOCU);AQMLIB.PRG (AQM_SCARICA_MAGAZZINO_DDT);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Top standard,Text62,Causale per contabiliz quote ammort,U_AZI_PB.AZI_QUOAMM,text,,Causale per contabiliz quote ammort,"Caricato all'avvio in PUB_QUOAMM (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_QUOAMM = """"`",APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Top standard,Text63,Causale per contabiliz ratei / risconti,U_AZI_PB.AZI_RATRIS,text,,Causale per contabiliz ratei / risconti,Caricato all'avvio in PUB_RATRIS (APPLILIB.AQUADOCU); condiziona contabilelib.REG_CANCELLA_REGISTRAZIONI_RATEI_RISCONTI: `IF MOV_TOP <> PUB_RATRIS && TRATTA SOLO LE REGISTRAZIONI DI RATEO/RISCONTI (LA REGISTRAZIONE PADRE NON VIENE CONSIDERATA`,APPLILIB.PRG (AQUADOCU);contabilelib.PRG (REG_CANCELLA_REGISTRAZIONI_RATEI_RISCONTI);STARTUP_MODIFICHE.PRG;applilib_sergio.prg (AQUADOCU),ALTA,
Top standard,Text64,Interventi/riparazioni,U_AZI_PB.AZI_TOPINT,text,,Interventi/riparazioni,Caricato all'avvio in PUB_INTE (APPLILIB.AQUADOCU); condiziona LISTACONS: `IF M.ORD_CAUS = PUB_INTE && INTERVENTI TECNICI`,APPLILIB.PRG (AQUADOCU);LISTACONS.PRG;CONV_CARICA_DBF_INTERVENTI_TREVICALOR.PRG (CARICA_VENDITE_TT);CONV_CARICA_DBF_INTERVENTI_TREVICALOR_DA_PIANIF_LAV.PRG (CARICA_VENDITE_TT),ALTA,
